CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS87167916ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS59132091ST-4-0	CCIS82146115ST-4-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS47284573ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS46467422ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
Thermosynechococcus elongatus [h:163]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium rectale [h:1630]	4640.95604768825	58.4049570564528	1098.16804857023	1887.80550645772	3620.94926235201	2367.67561511714	76.7107351152694	4758.3888083156	130.130806635515	21.3031150623699	1713.37326734556	13.7844419429461	9323.29965172742	78.27111298619	5.03563409677905	3591.117046521	212.089596367757	4882.26357716149	6174.88133046151	6998.33071989687	103.297391673953	166.832952701448	2.0180817512265	149.012184969845	1627.65962788976	11.2550372586955	11263.0035509678	1111.83008440122	12630.3787871211	72.4955700660299	3454.19285237685	161.208897273454	116.69567706143	777.867649323481	6535.74461142201	4855.68198738213	999.226742343679	624.462512120908	1482.3396249997	16643.5403771857	782.519876369399	5.00258513977769	2.00491168999634	405.231842885841	8.15558667882689	475.918794616379	46.2297708344682	252.201696081625	15.08492765968	10825.0499023207	286.86043885259	21220.9844958274	97.62821872505	41.8735984110731	621.857875547588	0	5579.47502978359	85.0979931742504	15163.9891035014	1935.0490051461	1941.7734079987	5.04512197918377	1732.53674591356	1806.6069754709	14.3332221873044	1089.35904685113	40.1964306176554	23.3246951453652	16.217765939336	1333.56626262116	3463.59497603987	25.2823965928104	236.880647969402	3.04704312738574	56.7718036136088	208.728100760114	22.6682338270181	3204.37073416349	760.270403345328	574.573464821389	288.25687780261	1493.97561871009	19566.9702982182	9069.44568507519	10261.9027898589	9.11767358307252	26.634481948376	703.573828512114	2162.40353058506	1339.80127426167	3398.46460750443	1087.97713688326	4308.81696489521	7929.64546822597	8466.28199380474	30.0177388337208	7300.81069526103	9680.53437133735	1227.5230736323	17827.7399104501	699.165495284055	7727.83540224633	294.534249713391	659.002384118334	5380.27413507553	1621.87996626899	1957.0735402182	6.10903618974017	10752.3240667	10.1586780372154	3114.79886098656	1.94057963996346	513.379448491448	3089.45497519697
Roseburia intestinalis [h:1631]	11.8673378825864	7.291820728402	241.03320846684	33.8131928927948	37.903783775136	751.807420257896	2562.25484438246	1797.55217865602	0	1.0254649484408	319.852792592273	6.00161312566633	2878.62701205724	10.9335148934607	869.739266516162	1767.394287027	3.93053974874899	1.03028853407865	327.849002654372	154.234716276028	16.6407325321573	14.4735608905199	726.889319042052	37.5795918100055	144.206091327127	87.3202085485613	50.5385211132557	48.1749307334609	105.483182008961	1.00388880478064	572.389689864733	2.07308690955806	61.3303426659226	108.611984854253	158.262363503345	17.5829533710389	0	13.447252596681	85.1598735816475	2207.50670574476	113.024521257447	1.01643609188749	0	293.690706158427	2.07647207745841	6.02460860677129	3.13619622489718	4.15436460983972	49.0094203023403	1085.86345325475	1.01535127920272	9414.89901400419	2.06116029009404	12.1542406955584	369.032922017671	0	2827.01573936779	2903.52982123122	2581.76671215807	137.120565012948	55.0135612513767	560.514820068971	31.3440467066866	204.977543156185	0	202.860216572318	1.04188523860007	4.11590253439258	2.05947552239676	669.002803538564	0	19.5254359218893	0	2.06368275713159	2.98319433932392	1004.01091312115	9.01131042277515	3.10349141739312	1.02435933985808	0	1.01329856805478	489.182301368485	0	390.692383810898	3312.47937136188	3752.36414866445	425.942388231337	8.24961653326616	259.989876638653	216.849170871509	30.9131995227372	55.2237634831558	519.96627343642	3025.03660936141	2671.81025054196	0	5.97593045297508	4762.88042518479	26.4049162148568	1873.10619989223	7.21629699197055	133.574905883551	755.918163612141	0	262.255345805919	328.087220663598	348.302975774078	320.709743102398	4852.46947902228	4.42009907521688	0	1758.41158315032	0	415.767390459843
Roseburia inulinivorans [h:1632]	488.285223242291	35.905607998722	764.200519735473	625.982916455599	535.656426706246	1428.37060356242	1538.09868687279	847.786377029603	401.038217722022	280.318840401303	88.4546339062482	954.236221435333	881.061778915111	17.6320746146592	42.3601506439438	1086.14609370676	12.6048589601716	679.701559993727	1604.3113482054	749.423335165515	99.2423760728709	3222.48193994416	1.0102483437532	7.20230001491045	8.88876744969339	312.444927780192	765.316855084029	13.8403621426116	724.759009822979	524.978985400375	182.692851905134	239.038120413703	105.756109409308	3010.19885306215	969.680028965206	33.6470750200479	2022.28280079297	125.245606352436	11613.9113765144	1157.94588582196	107.992672951029	2.00342859207691	1.0036554331653	139.3110646093	33.682052483408	302.500872571784	31.8852853665733	415.628926156033	194.324996840281	3113.78514733756	861.714119585875	2255.49397437038	628.215552673028	146.732972493529	1039.01765907274	0	2097.25841477586	403.475036341259	234.566817991027	21.4046298885662	652.4639164156	826.369648601559	68.420727183719	425.826770106155	26.6506946248643	686.564584982636	0	2385.01186816242	144.104909655419	1782.57802280201	135.751422076165	1996.66189171694	35.6214870352286	1.01689645655341	33.3198473266947	23.4462981833915	46.3774742819814	4953.3689490895	54.5142304303539	162.596140237653	3.99448886113787	304.654803630415	0.99034508211287	783.29831371865	1352.68919732259	812.443997496041	61.9040362681285	687.160618611294	218.232741525501	997.086600895985	144.349816039569	966.71045793315	42.8641756655266	315.067489275696	1563.56246620886	23.6589279204587	143.27492850738	1731.12034016199	48.9513758075369	745.32797328749	61.9740656396889	156.45888995306	773.951792937847	4.10445399013289	313.453387342746	395.546089367041	430.844643294637	1288.51034284116	2529.06611987704	3.05125032390236	131.225325963524	629.500194018304	114.220840820241	492.321644212769
Roseburia hominis [h:1633]	105.2381011888	1363.1153675769	40.2660414640522	490.520159662919	129.340284583477	41.4377332908212	7.16680686460768	791.043336701333	3.05298159884542	6.09267270264048	3.97469644465191	0	118.415506233189	480.867908052397	0	6.01622999571453	10.6635231396473	310.117670523206	1071.3528721533	480.381249638719	6.56217134992269	41.7498216630741	0	0	448.299526237165	556.143494280574	26.4200139279834	1.97680033565174	85.3128450140145	49.7040060273248	21.7213043118768	28.5971485552919	23.1610046988562	23.4408290288537	9.11742952690182	23.4463155108128	5.11884841541438	199.538568310058	13.3031916564072	4.89286278713408	284.91748336253	0	242.836183197921	898.408318060312	0	5591.19570194488	203.613794255579	77.6778902878903	23.1532834508029	607.3009895506	156.069523747886	145.804519560504	11.1977198363186	27.943564509616	406.22744337445	35.6661175656791	224.720248036096	332.898442029798	48.5213886096335	32.0884953765703	14.314535102126	56.5617025239538	1.92696011177266	51.7256464793644	0	16.0802971074031	6.19023181841031	380.673099060646	218.143504216417	357.254155855478	133.698616387056	9.1107372128668	765.709257005912	0	0	1.01920099780246	0	7.12340058495174	10.0932148509211	0	0	11.2058013514186	52.4737397934785	147.893759533266	64.4939920030078	0	11.4261586139451	81.1844723841361	1136.63724095976	1.01294340495035	15.7084116927562	52.3777482505596	21.4278142359871	29.4310396585532	0	11.7565400687139	36.2806007989116	159.658375619981	3.12393286055438	7.14555544501954	6.09459421965055	259.441049764247	177.0979895173	1.02590888866033	101.750287069734	17.8406263203143	163.853201923039	1191.2143788767	14.8428485293922	1.01688063303732	886.588086457082	240.871787494408	181.314471590415	40.3461864256872
Butyrivibrio fibrisolvens [h:1634]	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05942889126044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06203737919506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium proteoclasticum [h:1635]	0	1.01715143651285	0	0	1.00207868917179	0	0	0	0	0	0	0	0.985842019884318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00212336996196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.980051591019196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.982914123397449	0	0	0	0	0	0	0	0
Eubacterium cellulosolvens [h:1636]	0	0	0	1.00225389514321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930540778765206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00757307712939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03719385334847	0	0	0	0	0	0	0	0	0	1.00146567474174
Shuttleworthia satelles [h:1637]	0	0	0	0	0	0	0	0	0.976572440248104	0	0	0.945791626395353	0.97981917861042	0.939822491366898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947468436872127	0	0	0	0	0.978246495671526	0	0	0.982005742837328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976873760204884	0	0	0	0	0	0	0	0	0.969250376406525	0	0	0	0	0	0	0	0	0	0	0	0.975644629383622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948358380364347	0.979174533864333	0.941425334147496	0	0	0	0	0	0	0	0	0.965611646128256	0	0	0	0	0.978038068391875	0.949571187331316	0	0	0	0	0
Clostridiales genomosp. BVAB3 [h:1638]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermanaerovibrio acidaminovorans [h:1639]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Cyanothece sp. PCC 7425 [u:164]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminomonas paucivorans [h:1640]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04821055502643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.982097533619269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01651682097302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyramidobacter piscolens [h:1641]	12.6827229634877	0	0	34.3623618344028	0	1.0118870542948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.910967269059	0	0	0	0	0	0	1.97702936757586	0	0	0	0	4.08250444110952	0	0	0	0	0	0	55.2561506895576	0	0	3.95820692707355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.787339441701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2082792899874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella anthropi [h:1642]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98674173995491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dethiosulfovibrio peptidovorans [h:1643]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermovirga lienii [h:1644]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobaculum hydrogeniformans [h:1645]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminobacterium colombiense [h:1646]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfobacillus acidophilus [h:1647]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas artemidis [h:1648]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00094363237154	0	0	0	0	0	0	0	0	0	0	0	2.02287911333232	0	0	0.99437489334353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988937109544506	0	0	0
Selenomonas flueggei [h:1649]	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977220919196858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18737553430115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaryochloris marina [h:165]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Selenomonas sp. oral taxon 149 [u:1650]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00423020205301	0	0	0	0	0	0	0	2.05101192874415	0	0	0	0	0	4.79397218439675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas noxia [h:1651]	0	0	0	0	0	0	0	0.992922124823567	0	0	0	0	0	0	0	1.00310504117655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0725343869902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01043336666677	0	0	0	1.00541953413159	0	0	0	0	0	2.02541601270151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda periodontii [h:1652]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02951773825158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1748836245966	0	0	0	0	0	0	0	0	1.01913830883038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04700967876356	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella multacida [h:1653]	0	2.06161716009839	0	36.522212280012	0	0	0	0	1.02275903261254	0	0	0.990522452814051	0	0	15.1977253501989	0	0	0	0	0	0	0	0	0	124.048875508692	0	0	0	0	0	0	7.18510521066076	327.902675742647	1.02427252400193	14.2537236046265	621.877258116884	0	23.5325509812724	1.02844930101561	0	0	0	0	1.00658791721068	0	0.993319564013598	0	209.548419043163	1.01170790716892	0	1.00545791788147	0	1.02307460337289	1.00298436885002	0	5.97413425490583	0	0	0	0	2814.56129689925	45.6790803646338	0	0	0	263.624024152512	0	23.4649237734936	0	738.429045521556	0	0	0	0	0	0	1.98300137338383	3.06818098484394	0	0	0	0	2.98509250649557	0.997548390821009	0	0	0	0	2040.14567576619	0	0	0.204753515683244	0	0	0.205674590511832	2.14826192182912	1.97093877491786	0	0	0	1024.93405905171	0	0	0	0	0	20.7137244966421	1.02429397703726	0	4.08790090154881	0	0	1.00675613661127	0
Selenomonas sputigena [h:1654]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493686575230673	0	0	0	0	0	0	1.02434953298554	162.27333142316	1.02131234417796	39.0107134344027	11.7804553922676	0	1.00472004007538	0	2.00955139303112	0	0	0	0	0	0	0	0	2.04246540141257	0	0	0	0	0	0	0	0	0	0	0	0	1.00823527197473	0	0	0	0	0	2.03108831199693	0	0	0	0	0	0	0	0	10.0161868122351	0	0	0	0	0	0	0	2.04567823098987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513109874533246	0	0	0	0	0	0
Acetonema longum [h:1655]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosinus carboxydivorans [h:1656]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidaminococcus intestini [h:1657]	0	0	0	30.643248325585	0	0	0	0	0	55.2434063113669	0	0	0	0	0	0	0	0	0	0	14.7309970668176	0	91.5784862500931	0	0	0	0	0	0	0	400.866059314735	33.9576872497762	0	1.02674429392896	1.02058004481567	0	0	0	0	3329.24538702646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.8988672486452	0	0.986393069821206	0	0.979608580352776	0	39.6840711968492	0	49.103882334556	6.19465314913334	83.027531836825	0	0	1.02216496685436	812.625286317492	0	1.01983092554498	0	0	2.96125563019699	1.02677906887007	0	671.514280992567	2.03365219792355	3.10960308663096	15563.7483939506	3.07885088480471	0	0	0	0	0.959259633092029	0	1430.86226700635	0	0	0	0	0	0	0	0	0	0	0	1.02720456144508	0	0	0	0	0	0	512.364383996867	0	1.02444145148338	0	0	1.00756380298641	0
Acidaminococcus fermentans [h:1658]	0	0	0	438.749569675098	0	0	0	0	358.468523070002	8.17573178239133	1.00005532158987	163.665796011329	0	255.284305845838	1703.5217674264	0	0	0	0	0	0	0	0	3353.33976198955	204.719728822645	17.5233043193599	0	0	0	0	0	0	4.05386797074449	23.5913621472408	964.497468888258	57.4532824477716	0	0	8.23915233725527	0	0	0	1.00989932608686	0	0	0	0	0	0	421.828870208886	0	0	0	0	0	0	0	0	0	0	1.02903290526593	0	40.7260293340032	367.408075817408	0	1577.89730571511	0	0	1.02113667739648	1786.53785686803	0	1.01880498411325	0	0	0	0	0	0	0	0	0	0	0	0.9989497230979	0	0	0	0	1311.38566317939	0	0	0	1.02692476700281	0	0	1.07563987456626	0.986853751438903	0	0	0	269.880362321925	0	0	0	6.14422263280814	0	0	0	0	1.02341087190089	0	0	0	0
Phascolarctobacterium succinatutens [h:1659]	1.07259673337121	0	1447.13598832604	1120.03387301363	0	1013.48595133253	1397.45093340803	597.608138854722	2.24037206880447	1.11774779059636	1031.4374351264	0	0	1.07803168127379	0	0	0	2.22384930731551	1774.50470783394	1265.96294620284	1.14967255124387	3487.04860594977	2.22361070920919	0	194.559606836029	2.25478039103885	2449.57663578833	0	0	0	203.231979709071	0	1290.23779907417	8.97474959573242	2324.99976432801	20.1979129400415	1.12691065861734	1474.73467463695	1061.08608765759	0	0	694.520446139648	0	0	0	2359.74661334145	1659.44628376505	110.254703860119	0	0	0	0	0	1.09852765596172	0	34.8971962914604	1.09937766452153	1.07775505266451	2.22540572758736	0	118.175033259156	440.267729800663	0	12.0443256906959	1.12806934937082	0	0	519.590371777557	0	1028.2329270127	1.11491100842893	2216.32280818221	1.03164211447389	0	1.07851130052192	0	0	3.36045283458544	0	0	2.19802097780348	1068.63736870118	0	0	250.621581881883	1892.04401402311	0	1716.89634076736	712.656867615918	1.11499367335952	145.892606264929	769.090753581957	2.24634157768876	817.461768824617	0	3.52935480353182	4.31737685989469	1.07818013020544	0	0	0	2.09984387841453	2277.25306568075	0	0	929.532135022362	1442.88640499391	0	0	0	2400.22909941696	0	682.545746779258	0
unnamed Synechococcus sp. PCC 7335 [u:166]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
