F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17
Parabacteroides_distasonis	0	0	0	0	0	2.321744e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.353332e-05	0	0	0	6.849979e-05	0	0	0	0	0	1.83957e-05	0	4.237579e-05	5.079445e-05	2.784445e-05	0	7.779144e-05	4.768271e-05	0	0	0	2.098538e-05	0	0	0	0	0	0	0.00012664527	0
Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.053527e-05	0	0	0	4.048776e-05	3.431247e-05	0	0	4.047685e-05	0	0	0	0	0	0	0	0	0	0	0	3.059886e-05	0
Parabacteroides_johnsonii	0	4.42147e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.138538e-05	0	0	4.931971e-05	0	0	6.252713e-05	0	0	0	0	0	4.11171e-05	2.202591e-05	0	0	0	0	1.321483e-05	0.00010865149	0	0	0	0	0	0	0	0	0.00014789448	0
Parabacteroides_merdae	0	6.14093e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.929845e-05	2.659476e-05	0	0	0	0	0.00020762212	0	0	0	0	0	7.55212e-06	1.768066e-05	0	0	1.707617e-05	0	3.901521e-05	0.00023161543	0	0	0	0	0	0	0	0	0.00015171934	0
Parabacteroides_unclassified	0.02405724946	0.00359121773	0.01967460313	0.00993107125	0.02146140953	0.02728031936	0.03427398823	0.01922643161	0.04210512295	0.01274230068	0.02537698226	0.006938825	0.05040397312	0.04032565392	0.01793746163	0.01602725176	0.01522962381	0.01834068848	0.01082896762	0.03077359971	0.01828004924	0.01114455361	0.02732659093	0.01155272188	0.00580604438	0.00758796292	0.01850212281	0.01256122277	0.02578518712	0.01180454537	0.02390644769	0.01105880498	0.0087256453	0.01856547091	0.00945039554	0.03675723226	0.02307340759	0.00831168511	0.00886761757	0.01986579691	0.00588911964	0.01896615351	0.0040775437	0.00806210231	0.02039561706	0.02656640253	0.01851613389	0.01232049763
Porphyromonas_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22196e-06	0	5.66409e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.082422e-05	0
Porphyromonas_gingivalis	0	1.498388e-05	0	0	0	1.832956e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.58541e-05	6.575828e-05	0	0	0	0	0	0	0	0	3.528355e-05	0	9.23037e-05	2.48728e-05	0	0	1.707617e-05	0	4.609459e-05	0	0	0	0	6.147695e-05	0	0	0	0	0.00011878307	0
Alloprevotella_unclassified	0.00725888737	0.00135039121	0.00292373166	0.00378943482	0.00112545461	0.00638950977	0.01098116199	0.00936819706	0.00573921145	0.0041785099	0.0034177102	0.00254728511	0.01518771254	0.00567490563	0.00151777578	0.00299463995	0.00291698997	0.00287755014	0.00406688536	0.00239571438	0.01104682831	0.00300377815	0.00350774117	0.0035486698	0.00203597939	0.00643672016	0.00611480816	0.00199276428	0.00739914107	0.00246069485	0.00263610967	0.00723678513	0.00485614226	0.00431246448	0.00480678392	0.00666751514	0.00411280116	0.00225336419	0.00243977328	0.00135668933	0.00166293712	0.00370544574	0.00183499698	0.00384638452	0.00627046638	0.00418243607	0.00466420091	0.00246735724
Paraprevotella_unclassified	9.403061e-05	0.00013080188	0.0002499882	0	0.00036133278	0.00019987948	0.00024990364	7.939587e-05	0	3.569452e-05	3.08857e-05	0.00033359171	0.00067460428	0.00059877272	0.00018818949	0	9.713124e-05	5.704884e-05	7.679973e-05	0.00019946071	0.00022547418	0.00013246405	0.00016044583	0.00010985085	8.994286e-05	0.0001729205	0.00031649399	9.464504e-05	0.0003382094	0	0.00024544392	0.00017276105	0	9.724853e-05	7.447108e-05	0.00020422925	0.00024667682	0.00011588466	9.570024e-05	0.00019184398	0	0.00027664626	0	3.210979e-05	0.00018526918	8.043996e-05	0.0003457246	8.759634e-05
Prevotella_amnii	0	3.954761e-05	9.391179e-05	0	0.00011491676	4.224527e-05	0	0.00034258802	0	0.00013988393	0	0	7.744134e-05	3.612971e-05	9.624023e-05	0	0	0.00014945429	0.00014577536	6.011145e-05	0.00014344095	0.00013794401	0.00033606275	5.581132e-05	0.00017635856	1.419609e-05	0.00012791436	0	0.00019300403	0	0.00026264597	0.00012511316	0.00020822045	8.186295e-05	0.00017503075	0.00012236224	2.800285e-05	0.00011557687	7.757029e-05	0	6.771121e-05	0.00013102489	0	9.180287e-05	3.042916e-05	0	0.00017913081	6.207757e-05
Prevotella_bivia	3.035789e-05	1.51067e-05	5.402006e-05	0	2.553706e-05	9.583741e-05	3.354061e-05	8.016921e-05	0	0	0	2.389794e-05	0.00026277425	0	0.00010482216	0	0.00010684437	0	0.00024687098	9.089579e-05	0	0	0.00019377626	0.00014440072	5.980158e-05	7.913567e-05	0.00041525141	0	0.0003333843	0	8.957654e-05	0.00021681287	4.640742e-05	0.00012743912	0.00012190488	5.907747e-05	6.292776e-05	2.647033e-05	5.205886e-05	0	0	4.207221e-05	0	0	0.00013756514	1.797376e-05	0.00020675478	9.230193e-05
Prevotella_buccae	0.00110964009	0.00036735062	0.00040972135	0.00017362445	0.00104967256	0.00082779781	0.00106200356	0.00154512611	0.00031161187	0.00092162609	0.0003818456	0.0013590483	0.00778943324	0.00103505253	0.00123365257	0.00038375567	0.00082506053	0.00039507173	0.00089730085	0.00132281614	0.00100853989	0.00064380172	0.00100542987	0.00124069451	0.00072579563	0.00092878696	0.00238992938	0.00098060797	0.00371593064	0.00093103307	0.00074514257	0.00183893875	0.00158503222	0.0012489905	0.00047607731	0.00136369039	0.00149862464	0.00071731529	0.00129383093	0.0007515586	0.00086394486	0.00095460992	9.633852e-05	0.00084206852	0.00233924134	0.000584442	0.00181574473	0.00095867317
Prevotella_dentalis	0.00246490312	0.00055206989	0.00111331181	0.00095253806	0.00126789833	0.0019912884	0.00069462089	0.00153301051	0.00088755914	0.00200725403	0.00122482547	0.0020687387	0.00535435427	0.00147823149	0.00103780065	0.00027772403	0.0017394818	0.00046424772	0.00155143688	0.0009433854	0.00273873778	0.00117894891	0.00135045736	0.00207919316	0.00151540099	0.0029425179	0.00624366307	0.00270604153	0.00506379235	0.00113000299	0.00103841659	0.00299792117	0.00160342007	0.00220739658	0.00097745266	0.00402042363	0.00189853056	0.00071454514	0.00172545325	0.00246124086	0.00107359882	0.00119639635	0.00026052329	0.00140575792	0.0036331144	0.00204061157	0.00141689711	0.00088139293
Prevotella_denticola	0	9.100863e-05	0	0	0	8.187203e-05	0	0	0	0	0	0	0.00012762784	0	0	0	5.356094e-05	0	7.041691e-05	0	0	0	0	0.00026266756	0.00020649984	4.530668e-05	7.085452e-05	0	8.594711e-05	0	0.00014495876	0.00014938662	0	5.051118e-05	5.217719e-05	5.066288e-05	0	0	0	0	0	0	0	0	0.00010016264	2.578204e-05	0.00019421775	0
Prevotella_disiens	0	2.161608e-05	0	0	2.819026e-05	2.059893e-05	0	2.835567e-05	0	0	0	0	9.510999e-05	0	0	0	0	0	8.853588e-05	0	0	4.19501e-05	0	0.00026266756	0.00011447274	0.00011930759	0.00015754159	0	7.810632e-05	0	9.964604e-05	9.394725e-05	2.469225e-05	4.905971e-05	7.051826e-05	7.608197e-05	0	0	0	0	0	0	0	2.234954e-05	0	0	0.00022800399	0
Prevotella_maculosa	0.00038341623	0.00021726622	0.00018449927	0.00013590017	0.00040494477	0.00033534365	0.00023322022	0.00012708495	0.00025382953	0.00026513633	0	0.00041468799	0.00118192023	0.00046551038	3.555371e-05	0.00011043996	0.00034051438	0.00027243381	0.0003080225	0.00037341959	0.00036985265	0.00019463334	0.00027468877	0.00041061186	0.00040498338	0.00042875222	0.00080683238	0.00018051346	0.0008725893	0	0.00039271027	0.00036934605	0.000246222	0.00023063869	0.00019321371	0.00056605685	0.00046440688	0.00017775138	0.0002551143	0.00029692751	0.00014871388	0.00044716752	0	0.00024909838	0.00066611324	0.00035505551	0.00047300735	0.00020053046
Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.633612e-05	0	3.479666e-05	0	0	0	0	0	0	0	0	0	3.709296e-05	0	2.286614e-05	8.84033e-06	0	0	1.075166e-05	1.209598e-05	0	0	0	0	0	0	0	0	0	0	5.716037e-05	0
Prevotella_micans	0.00018510429	0.00016764748	8.410507e-05	3.076693e-05	0.0002668125	0.00026481849	0.00020767374	0.00013894277	0	0.00021850835	0	0.00020587486	0.00053212725	0.00028449874	0	6.450065e-05	0.00019120979	0.00019659644	0.00024378252	0.00042260169	0.00018820765	0.00020842774	0.00016734178	0.00041149775	0.00012377164	0.00021581082	0.0004995871	0	0.00088585832	0	0.00022803209	0.00044276575	0.00010052022	0.00020872148	8.506463e-05	0.00020387864	0.00019334555	3.524248e-05	7.718179e-05	0.0001537884	0.00013517163	0.00030978886	0	0.00010863575	0.00027306998	0.00021376994	0.00023650367	8.162386e-05
Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24453e-06	5.004527e-05	0	0	1.755051e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_oralis	0.00081039801	0.00040493313	0.00050313449	0.00010946225	0.00065500894	0.00068727119	0.00061068246	0.00059289123	0.00020655308	0.00075022808	0.00046712701	0.00073006241	0.00233620969	0.00113218516	0.00058541029	0.00026913941	0.00090110041	0.00033324036	0.00122035386	0.0010127868	0.00145995701	0.00073507153	0.00116173813	0.00125198966	0.00101871116	0.00115698161	0.00193062903	0.00101547719	0.00185118002	0.00079222685	0.00071430474	0.00093183086	0.00058858616	0.00132403154	0.00032840006	0.00089668034	0.0009761669	0.00025423833	0.00053017154	0.000849908	0.00047648628	0.00079215966	3.652049e-05	0.00051899032	0.00110020416	0.00054215945	0.00139246053	0.0004596998
Prevotella_oris	0	0	0	0	0	5.463954e-05	0	3.789348e-05	0	0	0	0	0	0	0	0	0	0	0.000118391	9.563185e-05	0	0	0	0	3.302715e-05	0	8.574652e-05	0	7.282886e-05	0	0.00013048386	0.00010683316	6.549575e-05	0	2.071276e-05	0	0	0	0	0	0	0	0	0	2.472369e-05	0	5.09981e-05	0
Prevotella_veroralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.285414e-05	0	0	0	3.545301e-05	1.498361e-05	0	0	2.150333e-05	0	0	0	0	0	0	0	0	0	0	0	5.52479e-06	0
Alistipes_unclassified	0.00867072648	0.00291768018	0.00743881107	0.0041643585	0.00711953267	0.00997773919	0.00961520749	0.00751425195	0.01144502921	0.00714646105	0.00920163384	0.00594921532	0.00721990107	0.00908834585	0.00390968253	0.00400971315	0.00843099186	0.00938214231	0.00549396021	0.00868610404	0.00718282909	0.00669122952	0.01244995262	0.01242776365	0.0042715646	0.0029079338	0.00490542175	0.00334198976	0.00938632862	0.00552109274	0.00673481337	0.00567938845	0.00177311361	0.00757943463	0.00420279344	0.014291314	0.00797184612	0.00233123623	0.00288577005	0.00753484866	0.01226550919	0.00748644974	0.00337169086	0.00364113651	0.00767306028	0.00646053705	0.00766161403	0.00777616601
Cyclobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.816083e-05	1.058151e-05	0	0	0	6.63451e-06	0	4.405404e-05	1.048853e-05	0	0	5.138662e-05	0	0	0	0	0	0	0	0	0	0	0	5.716037e-05	0
Echinicola_unclassified	0.00145402475	0.00029881781	0.00024599903	0.00020392756	0.00119957841	0.00155434662	0.00118226317	0.00287346026	0.00098942865	0.00026610104	0.00023863429	0.0002771769	0.00206347333	0.00047259108	0.00118645195	0	0.000420162	0.00056433939	0.00038832249	0	0.0015593344	0.00057766418	0.00131919571	0.00037052516	0.00042646706	9.55971e-05	0.00080651887	0	0.00083851202	0.00134809636	0.00091422616	0.00130492281	0.00181812005	0.00075287783	0.0009020329	0.00089072	0.00067206849	0.00015482068	0.00020046545	0.00044539126	0.00046244247	0.00090274948	0.00094701397	0	0.00139245084	0.00083239155	0.00045877038	0.00054946795
Cytophaga_unclassified	0.00127444007	0.0005896524	0.00076808209	0.00063157247	0.00200300077	0.00079567744	0.00131468776	0.00136648541	0.00029660347	0.0007429927	0.00123696462	0.00082545828	0.00169807051	0.00161603273	0.00158122077	0.00147145011	0.00127991226	0.00092422531	0.00142172152	0.00155069317	0.00191981182	0.00113359746	0.0016734178	0.00148497978	0.0011658904	0.0006361058	0.00080448102	0.00136843913	0.0013769631	0.00117061348	0.00055340262	0.00057387236	0.00057422613	0.00071818768	0.00031369558	0.00137192968	0.00097994256	0.00086274824	0.000905591	0.00059839662	0.0015741602	0.00129822828	0.00082580374	0.00084093689	0.00189484888	0.00073883958	0.00097045128	0.00109187752
Dyadobacter_unclassified	0	2.689729e-05	0.00010770768	0	0	0	0	0	0	3.93926e-05	0	0	0	0	0	0	3.191455e-05	1.74221e-05	1.503051e-05	0	0	5.3099e-05	0	0	0	0	0	0	3.332335e-05	0	9.356238e-05	8.345872e-05	0	0	5.201908e-05	0	0	0	0	0	0	0	0	0	1.553155e-05	0	0.00012643278	4.126439e-05
Hymenobacter_unclassified	0.00554997461	0.00218052256	0.0037425095	0.00320254398	0.00591746688	0.00483463945	0.00618589702	0.00484082804	0.00362227689	0.00358311887	0.00791611259	0.00517076937	0.00706746193	0.01151956641	0.00354188549	0.00170462692	0.00268803776	0.00518136662	0.00397031948	0.005836275	0.00610209996	0.00487131335	0.00607326536	0.00433002828	0.00263094904	0.00239627035	0.00420267655	0.00333250153	0.00553800928	0.00302580378	0.00351404369	0.00304886546	0.00216135982	0.00368223592	0.00250181711	0.00668241598	0.00506930313	0.00245435406	0.00193731466	0.00580324136	0.00365113881	0.00679835441	0.00310723217	0.00345781368	0.00395182811	0.00371777006	0.00442535982	0.00359181191
Pontibacter_unclassified	0	6.165497e-05	7.429835e-05	0	0	5.341757e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010109652	9.234597e-05	0	0	0	0	0	0	0	0.0001091679	0	0.00015439891	6.203216e-05	2.679372e-05	0.00010276412	0.00012016565	2.769804e-05	0	0	0	8.629064e-05	0	0	0	0	0	0	0.0001982551	0
Rhodonellum_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.342599e-05	2.48728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirosoma_unclassified	0	2.308991e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.739453e-05	0	3.838995e-05	3.296395e-05	0	0	1.675995e-05	0	0	0	0	0	0	1.425304e-05	0	0	0	0	5.014813e-05	0
Blattabacterium_punctulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00274100023	0	0	0	0.0059364991	0	0	0	0	0	0	0	0	0	0	0	0.00507537306	0
Blattabacterium_sp_Blaberus_giganteus	0	0	0	0	0	0.00459722801	0	0	0	0	0	0	0	0	0.01988985092	0.01566414557	0	0	0.00541880766	0	0	0	0	0	0	0	0	0	0	0	0.00726786722	0.0019826316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_sp_Blatta_orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02130159541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_sp_Blattella_germanica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253481789	0
Blattabacterium_sp_Mastotermes_darwiniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266040414	0	0	0	0	0	0	0	0	0	0	0	0.00350356923	0
Blattabacterium_sp_Nauphoeta_cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275890835	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_sp_Periplaneta_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925494232	0	0	0	0	0.006364888	0	0	0	0	0	0	0	0	0.0024011548	0.00172596232	0.00302874073	0	0.00171615515	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_unclassified	0.00106725732	0.00059456515	0.00126988686	0.00070887632	0.00147269226	0	0.00048920635	0.00256928127	0.00075041991	0.0013978746	0.00056593052	0.0009662994	0.00083625367	0.0005797093	0	0	0	0.00139855052	0	0.001119348	0.0017215258	0	0.00196028943	0.00154809972	0.00150754502	0.00059804819	0.00072798321	0.00100409132	0.00087801754	0.00136464137	0	0	0	0.00064459812	0	0.00110722053	0.00096137887	0.00053556259	0.00034511655	0.00112005565	0.00195936174	0.00144625378	0.0006550075	0.00090034707	0.00109196293	0.00068904341	0	0.00041065309
Bergeyella_zoohelcum	0	0	4.870116e-05	0	0	5.760719e-05	0	2.294231e-05	0	2.074141e-05	0	4.191933e-05	0	0	0.000123825	0	7.93701e-05	0	4.344435e-05	0	0	3.60922e-05	0.00013194256	0	9.298906e-05	0	0	0	0	0	3.314542e-05	3.446231e-05	6.164306e-05	0	6.292885e-05	2.068588e-05	1.431607e-05	0	0	0	0.00010382385	0	0	0	1.537306e-05	0	9.753386e-05	0
Capnocytophaga_ochracea	0	4.274089e-05	0	0	8.705815e-05	4.224527e-05	0	0.00017219624	0	0	0	0	0	0	0	0.0002856126	6.244151e-05	6.388103e-05	5.53864e-05	0	0	0.00010903246	0.0002369909	0	5.43505e-05	0	0	0	0	0	9.104501e-05	6.338068e-05	0.00011610611	0	0.00010973021	0.00014164569	1.809173e-05	0	0	2.865914e-05	8.727222e-05	0.00018494601	0	0	0	0	0.00019506772	0
Capnocytophaga_unclassified	0.00173769362	0.00072266502	0.00076957803	0	0.00188874731	0.00140596447	0.00192780322	0.0003258324	0.0044216617	0.00087081767	0.00075677649	0.00045347316	0.00274522025	0.00153269838	0.00067214909	0.00160045141	0.00269303308	0.001018168	0.00213700907	0.00085340039	0.00051493427	0	0.00099439635	0.00039643755	0.00017315204	0.00120017398	0.00161319449	0.00116562834	0.00111128099	0.00072647654	0.00092974996	0.0007034806	0.00032082411	0.00109121564	0.0001059355	0.00233452435	0.0023885805	0.00049447201	0.00066485117	0.00093792132	0	0.00141070705	0.00064398839	0.00079439892	0.00161876769	0.00066753383	0.00174116001	0.00087867816
Cellulophaga_unclassified	0.00354595948	0.00029292251	0.00196283952	0.00051360679	0.00377965035	0.00387870929	0.00295035746	0.0007622519	0	0.00066629772	0	0.00138803924	0.00168058982	0.00703694108	0.00514272211	0.00653475123	0.00158157415	0.00275969476	0.00191731655	0.00195908669	0.00394040732	0.00631462346	0.00439800863	0.00121367475	0.00069629565	0	0.00141082018	0.00356757229	0.00425196917	0.00222369289	0.00376787886	0.00125757459	0	0.00100209534	0.00198210069	0.00792321822	0.00368331919	0.00113514645	0.0010174787	0.00665659473	0.00111648259	0.00122112451	0	0.00060796413	0.0064414719	0.00664012737	0.0019262406	0.00134471241
Chryseobacterium_unclassified	0.0003061416	3.807379e-05	0.00017552363	0	5.405897e-05	4.905339e-05	0	0.00023483648	0	0.00031498003	0	2.409382e-05	0	0	3.586021e-05	7.540544e-05	0.00013015587	3.911432e-05	0.00028228533	6.830846e-05	2.90632e-05	3.911563e-05	0.00030227258	0.0003308814	0.00032209486	0	3.730836e-05	0	0.00016676754	0.00011667458	0.00015943366	0.00010188856	5.989184e-05	7.097692e-05	0.0001657021	0.00019090614	0.00014536313	0	0	5.074078e-05	0	0.00013050972	0	8.444732e-05	1.727489e-05	0	0.00030195123	0.00043490497
Elizabethkingia_anophelis	0	6.337443e-05	0.00016821014	0	5.538557e-05	5.01008e-05	0	0.00042404612	0	0.00021304162	0	7.502385e-05	0	0	0.00018941548	0.00027470781	0.00026169932	0	0.00015751151	0	0	0.00030102029	0.0002271067	0	0.00018790203	0	2.617855e-05	0	3.166472e-05	0	0.00014684679	0.00014099579	9.736802e-05	0	0.00024744636	6.293416e-05	0	0	0	0.00026169085	8.125345e-05	0.00010715535	0	0	1.838428e-05	0	0.00019910507	0
Elizabethkingia_meningoseptica	0	1.64577e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.863856e-05	0	0	0	0	0	5.391375e-05	3.02669e-05	0	0	6.561677e-05	0	0	0	0	0	0	1.785923e-05	0	0	0	0	9.732137e-05	0
Elizabethkingia_unclassified	0	0	0	0	0	0	0	0	0	0	0	3.72181e-06	6.334401e-05	0	0	0	0	6.302701e-05	0.00013383331	5.045718e-05	0	0	0	0.00024207053	0	0	0	0	8.278063e-05	0	0	0	0	0	0	1.665389e-05	0	8.572079e-05	0	0	0	0	0	0	0	3.756811e-05	0	0
Gillisia_unclassified	0.00342866763	0.00109296329	0.00162708409	0.00216837305	0.0026817227	0.00306033812	0.00253083912	0.001461348	0.00162447149	0.00133082678	0.00192597696	0.00285874184	0.00367977931	0.00386388142	0.00336626241	0.0059823194	0.00709446596	0.00240254171	0.00860218729	0.00278917112	0.00387173379	0.00324017262	0.00337533888	0.00633303457	0.0026128322	0.00068367782	0.00210212206	0	0.00101915173	0.00252923848	0.00174810615	0.0014836773	0.00100993049	0.00098133931	0.00022135777	0.00181492307	0.00108298677	0.00093000135	0.00057756841	0.00065242615	0.00186205823	0.00371952705	0.00153826804	0.00107178786	0.00114505547	0.00258056114	0.00031555072	0.00167048392
Myroides_odoratimimus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1644e-05	0	0	0	0	0	3.880951e-05	2.637116e-05	0	0	2.197766e-05	1.016764e-05	0	0	0	0	0	0	0	0	0	0	0.00011665815	0
Myroides_unclassified	0.00087781619	8.056904e-05	0.00041387674	0.0001546077	0.00087671704	0.00042926082	0.0003826758	0.00080736319	0.00086879865	0.00021079061	0.00034542813	0.00048716534	0.00050825577	0.00046151614	0.00106569192	0.00064570256	0.00045179904	0	0.00045606273	0.00053663128	0.0005641542	0.00081689312	0.00040364309	0.00025026505	0.00047616811	0.00019527179	0.00079037281	0	0.00038691276	0.00058057959	0.00011663831	0.00025247387	0.00054953388	0.00013861545	0.00038089347	0.00081796881	0.00047809367	0	9.854923e-05	0.00046966539	0.00045567135	0.00089948674	0	0.00042605583	0.00035358045	0.00053921293	0	0.00075597089
Polaribacter_unclassified	0	5.047847e-05	0.00016206017	0	6.964652e-05	0.0001134687	0	0	0	0	0	6.150781e-05	0	0	6.1606e-05	0.0002552184	0.00025642648	0.00016175224	4.303256e-05	9.453891e-05	0.00020367678	0.00013473162	0.00022342886	0.00015658176	0.00021323353	0	0	0	1.311824e-05	0	0.00012502955	0.00015193383	6.74221e-05	0	0.00021123856	0.00012148572	2.831749e-05	0	0	0	0	0.00016090475	0	0	1.473912e-05	0	0.00028155199	0
Psychroflexus_unclassified	0	1.25275e-05	4.620793e-05	0	0	0	0	2.165342e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.040214e-05	0	0	0	0	0	6.104631e-05	4.015608e-05	0	0	7.652654e-05	0	0	0	0	0	0	0	0	0	5.594527e-05	0	0.00013089511	0
Riemerella_anatipestifer	0	5.072411e-05	3.906066e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013209849	3.552742e-05	0	0	0	0	0.0001402177	7.729425e-05	5.611409e-05	0	0	0	0	0	7.594077e-05	3.311378e-05	3.344837e-05	0	7.162505e-05	0	4.357747e-05	0	0	0	0	8.191202e-05	0	0	0	0	0.00011368326	0
Riemerella_unclassified	0.00434531826	0.00413616414	0.01214786403	0.00335699707	0.00370536073	0.00407405002	0.0009087247	0.00311396787	0.00622285708	0.00925420641	0.0037844971	0.00283503978	0.00549156829	0.00541818501	0.00420146818	0.0044486888	0.00675866938	0.00537540099	0.0051072849	0.00853618973	0.00193153085	0.01500717498	0.0224440267	0.01239188495	0.00961442728	0	0.00230512341	0	0.00312621287	0.00090825682	0.004666791	0.00065178714	0.0029713006	0.00109150594	0.00311829849	0.00253296856	0.0055985256	0.00154559053	0.00083125821	0.00543803306	0.00912069974	0.00939463924	0.0032204142	0.00341650947	0.00242878547	0.00292103138	0.01707522517	0.01043572845
Candidatus_Sulcia_muelleri	0.00777713996	0.00272522333	0.00798117243	0.00478108863	0.01298177981	0.00601139715	0.00649558289	0.01210271454	0.01116249611	0.00782658637	0.00896361419	0.00565147052	0.00681822112	0.00863790464	0.01451449718	0.01206394195	0.01684005981	0.00713366662	0.00614418418	0.00855258376	0.01241701753	0.01143631465	0.01189046101	0.00975302826	0.00742854312	0.00316346348	0.004930503	0.01714308622	0.00352579152	0.01227231804	0.00575324746	0.00423796494	0.00819484951	0.00466647817	0.00767558059	0.006145109	0.00719358703	0.00480929047	0.00257406441	0.00862624517	0.00953198264	0.00629829611	0.00553757604	0.00427074292	0.00360094191	0.00534498505	0.00844783468	0.00737347623
Saprospira_grandis	0	4.54429e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63451e-06	0	2.412483e-05	0	0	0	3.209688e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter_unclassified	0.01751965772	0.003821994	0.01530330018	0.00255813907	0.01129484158	0.01484991059	0.01469426428	0.01207255442	0.01267778151	0.00835428645	0.03420691207	0.00781775981	0.00836967939	0.02281472923	0.01252992565	0.01592098809	0.02331760362	0.01631972491	0.03859731987	0.02286657645	0.02884991295	0.01861185994	0.00819951738	0.02477734716	0.00993331562	0.00258610535	0.00232346407	0.01468871983	0.00982842847	0.01408883169	0.02086881694	0.01188590039	0.01466369332	0.00385075166	0.00744109947	0.00927901992	0.01924189353	0.00685273876	0.00340273262	0.00482616821	0.01003605496	0.01187638463	0.00138746362	0.00916614141	0.0098712498	0.00339188508	0.0151239105	0.01404871551
Sphingobacterium_spiritivorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153796e-05	2.69705e-06	0	0	3.47848e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium_unclassified	0.00582950377	0.00114884578	0.00598758303	0.00237894874	0.00818595356	0.00439280979	0.00678736885	0.00098987058	0.00401737297	0.00358681695	0.00685094008	0.00504246487	0.00507861048	0.00999049916	0.00982447193	0.00569717083	0.00794589068	0.00533492022	0.00378624721	0.01001147036	0.00393736037	0.00429251538	0.00571191745	0.00792565046	0.00202732179	0.00257447663	0.00336794127	0.00337164046	0.00490124678	0.0063878796	0.00107554785	0.00248862819	0.00115860935	0.00283544793	0.00189656173	0.00352378719	0.00543711589	0.00270197481	0.00227362524	0.00292855714	0.00578805439	0.00923321933	0.00282089268	0.00378895469	0.00480939145	0.00210985476	0.00355690474	0.00487462774
